originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Parda Hai Parda,"(7, 8]",1992,128,35,2,0,14,movie,False,True,False,1,35,['IN'],"Crime,Romance,Thriller",7.5,1,0
Der Räuber Hotzenplotz,"(6, 7]",1974,92,449,3,0,29,movie,False,True,False,2,449,['XWG'],"Comedy,Family",6.5,7,0
City Hunter: Shinjuku Private Eyes,"(6, 7]",2019,95,853,113,0,565,movie,False,True,False,12,853,['JP'],"Action,Animation,Comedy",6.5,15,0
The Head,"(6, 7]",2019,99,29,7,0,36,movie,False,True,False,2,30,['US'],"Comedy,Horror,Romance",6.5,2,0
Shades of Ecstasy,"(6, 7]",1983,77,14,0,0,27,movie,False,True,True,1,14,['US'],"Adult,Comedy,Drama",6.5,2,0
Das unglaubliche Quiz der Tiere,"(4, 5]",2007,90,15,1,0,30,tvSeries,True,True,False,1,15,['DE'],Game-Show,4.5,0,0
Sunset Blvd.,"(8, 9]",1950,110,240569,159,3,124,movie,False,True,False,54,240627,['US'],"Drama,Film-Noir",8.5,972,39
Soot Yourself,"(6, 7]",1971,30,34,1,0,46,tvEpisode,False,True,False,1,34,['US'],"Comedy,Drama,Romance",6.5,1,0
Top Million Dollar Agent,"(5, 6]",2015,27,75,114,3,201,tvSeries,True,True,False,3,75,['CA'],Reality-TV,5.5,16,0
Walls of Sand,"(5, 6]",1994,115,12,1,0,16,movie,False,True,False,1,12,['US'],Drama,5.5,0,0
Le chemineau,"(5, 6]",1917,57,9,1,0,8,movie,False,True,False,3,9,['FR'],Drama,5.5,0,0
Operating Solo,"(8, 9]",1988,40,12,0,0,69,tvEpisode,False,True,False,1,12,['AU'],Drama,8.5,0,0
A Midwinter Night's Sex Comedy,"(7, 8]",2012,22,171,2,0,83,tvEpisode,False,True,False,1,171,['US'],Comedy,7.5,1,0
Keiro,"(6, 7]",2016,5,10,1,0,19,short,False,True,False,1,10,['FR'],"Animation,Short",6.5,0,0
The Man You Loved to Hate,"(7, 8]",1979,78,212,3,0,52,movie,False,True,False,7,212,"['US', 'GB', 'XWG']",Documentary,7.5,8,1
Slutty Times at Innocent High #3,"(5, 6]",2014,71,5,0,0,9,video,False,True,True,1,5,['US'],Adult,5.5,0,0
Hippo,"(7, 8]",2023,100,43,4,0,39,movie,False,True,False,4,43,['US'],"Comedy,Drama",7.5,17,12
Pero... ¿en qué país vivimos?,"(4, 5]",1967,102,56,8,0,63,movie,False,True,False,3,56,['ES'],"Comedy,Musical",4.5,1,0
Slam Dance,"(5, 6]",1987,92,1844,46,1,170,movie,False,True,False,23,1846,"['GB', 'US']","Crime,Drama,Mystery",5.5,27,2
Captain Power and the Soldiers of the Future: Future Force Training,"(7, 8]",1987,15,11,0,0,35,video,False,True,False,1,11,['US'],"Action,Adventure,Animation",7.5,4,0
"Touché, coulé","(6, 7]",2018,54,13,0,0,99,tvEpisode,False,True,False,1,13,['FR'],"Crime,Drama,Mystery",6.5,0,0
3 Kreuze für einen Bestseller,"(4, 5]",2011,81,27,2,0,14,tvMovie,False,True,False,1,27,['DE'],Drama,4.5,0,0
Desert Cross,"(8, 9]",1994,37,33,0,0,34,short,False,True,False,1,33,['US'],"Comedy,Drama,Short",8.5,0,0
O mikros drapetis,"(7, 8]",1968,92,93,19,0,35,movie,False,True,False,2,93,['GR'],"Drama,Family",7.5,0,0
Kiyevskiye freski,"(6, 7]",1966,13,372,1,0,9,short,False,True,False,5,372,['SUHH'],"Drama,Short",6.5,1,0
A Fireside Chat with Lionel Barrymore,"(6, 7]",1938,3,22,0,0,9,short,False,True,False,1,22,['US'],"Comedy,Drama,Fantasy",6.5,2,0
Grown Folks' Business,"(8, 9]",2007,44,15,0,0,92,tvEpisode,False,True,False,1,15,['US'],"Drama,Family",8.5,0,0
Blind Date,"(6, 7]",1996,90,244,1,0,51,movie,False,True,False,5,244,['NL'],Drama,6.5,1,4
Episode #1.2,"(7, 8]",2019,40,19,0,0,61,tvEpisode,False,True,False,7,19,['GB'],Comedy,7.5,0,0
Elf-Man,"(3, 4]",2011,86,791,39,1,211,movie,False,True,False,8,791,['US'],"Comedy,Family,Fantasy",3.5,19,0
Anti-Link,"(7, 8]",2012,25,146,1,0,43,tvEpisode,False,True,False,1,146,['JP'],"Action,Adventure,Animation",7.5,0,0
Wolf Riders,"(5, 6]",1935,92,35,19,0,33,movie,False,True,False,6,36,['US'],Western,5.5,2,0
Shoretsu shinsengumi - bakumatsu no doran,"(7, 8]",1960,102,45,1,0,18,movie,False,True,False,2,45,['JP'],"Action,Drama",7.5,0,0
The Insanity of God,"(7, 8]",2016,92,137,2,0,32,movie,False,True,False,2,137,['US'],Documentary,7.5,6,1
Blood Slaughter Massacre,"(2, 3]",2013,125,188,7,1,73,movie,False,True,False,3,188,['US'],"Horror,Thriller",2.5,21,0
A Ghost Story for Christmas,"(7, 8]",1971,53,25,1,0,125,tvSeries,True,True,False,2,26,['GB'],"Drama,Fantasy,Horror",7.5,0,0
Ansikte mot ansikte,"(8, 9]",1976,175,15,1,0,25,tvMiniSeries,True,True,False,2,16,['SE'],Drama,8.5,0,0
Susah Sinyal: The Series,"(7, 8]",2021,45,5047,4,1,105,tvSeries,True,True,False,12,5048,['ID'],"Comedy,Drama",7.5,0,0
Submission Declined,"(6, 7]",2017,13,10,2,0,7,short,False,True,False,1,10,['US'],"Comedy,Horror,Short",6.5,0,0
Por Um Fio,"(7, 8]",2007,14,13,0,0,20,short,False,True,False,1,13,['PT'],"Drama,Fantasy,Short",7.5,0,0
The Day the Earth Caught Fire,"(7, 8]",1961,92,6407,40,1,126,movie,False,True,False,28,6408,['GB'],"Drama,Romance,Sci-Fi",7.5,196,2
Rape of the Belt,"(8, 9]",1964,70,9,9,0,10,tvMovie,False,True,False,1,9,['AU'],"Comedy,Fantasy",8.5,0,0
Adult Video News Awards 1996,"(7, 8]",1996,135,122,0,0,78,video,False,True,True,2,122,['US'],"Adult,Documentary",7.5,0,0
Break It Down,"(7, 8]",1997,21,32,0,0,69,tvEpisode,False,True,False,1,32,['US'],"Comedy,Drama,Family",7.5,0,0
Dhilluku Dhuddu,"(5, 6]",2016,160,739,18,1,52,movie,False,True,False,1,741,['IN'],"Comedy,Horror",5.5,6,0
Ave Maria,"(7, 8]",1936,85,29,5,0,45,movie,False,True,False,12,29,"['DE', 'IT']","Drama,Music",7.5,1,2
"Elephants Shooting the Chutes, Luna Park, Coney Island, No. 2","(4, 5]",1904,13,18,0,0,1,short,False,True,False,1,18,['US'],"Documentary,Short",4.5,1,0
36th Annual Academy of Country Music Awards,"(5, 6]",2001,82,19,0,0,25,tvSpecial,False,True,False,1,19,['US'],Music,5.5,1,0
Vankileirien Syväri,"(5, 6]",2010,54,7,0,0,17,tvMovie,False,True,False,2,7,['FI'],Documentary,5.5,0,0
Gameboy,"(7, 8]",2002,15,14,1,0,18,short,False,True,False,1,14,['DE'],"Drama,Short",7.5,0,1
Fresh Off the Boat,"(5, 6]",1997,27,11,2,0,59,short,False,True,False,1,11,['CA'],"Drama,Short",5.5,0,0
Midi minuit,"(5, 6]",1970,101,77,2,0,47,movie,False,True,False,2,77,['FR'],Horror,5.5,7,0
Treehouse of Horror X,"(7, 8]",1999,30,2596,5,0,159,tvEpisode,False,True,False,1,2600,['US'],"Animation,Comedy",7.5,9,0
Thick as Thieves,"(7, 8]",2015,42,232,1,0,135,tvEpisode,False,True,False,1,232,['US'],"Action,Crime,Drama",7.5,0,0
Entre el medio,"(9, 10]",2002,20,7,0,0,12,short,False,True,False,2,7,['CA'],Short,9.5,0,0
Power Failure,"(5, 6]",2002,40,44,0,0,63,tvEpisode,False,True,False,1,44,['US'],Comedy,5.5,0,0
IL-2 Sturmovik: Birds of Prey,"(7, 8]",2009,28,67,1,0,107,videoGame,False,True,False,1,67,['RU'],"Action,War",7.5,0,0
Little Man Tate,"(6, 7]",1991,99,16319,41,1,244,movie,False,True,False,31,16321,['US'],Drama,6.5,78,3
Mamutu medziokle,"(8, 9]",2024,94,27,1,0,7,movie,False,True,False,1,27,['LT'],Documentary,8.5,0,3
Do Re Mi,"(7, 8]",1966,106,73,2,0,13,movie,False,True,False,1,73,"['MY', 'SG']","Comedy,Family,Musical",7.5,0,0
Kuvshinka,"(5, 6]",1987,9,5,1,0,9,short,False,True,False,2,5,['SUHH'],"Animation,Short",5.5,0,0
Something Against You,"(7, 8]",2015,43,883,23,0,169,tvEpisode,False,True,False,1,883,['US'],"Drama,Romance",7.5,4,0
So Big!,"(6, 7]",1932,81,1838,7,0,60,movie,False,True,False,9,1838,['US'],"Drama,Romance",6.5,39,0
La belleza de la señora patata,"(8, 9]",2009,9,9,0,0,13,short,False,True,False,2,9,['ES'],"Comedy,Short",8.5,0,0
The Man That Corrupted Hadleyburg,"(6, 7]",1980,37,62,14,0,64,tvMovie,False,True,False,2,62,['US'],Comedy,6.5,6,0
Sophomore Jinx,"(7, 8]",1999,60,1244,1,0,88,tvEpisode,False,True,False,1,1245,['US'],"Crime,Drama,Mystery",7.5,2,0
Her Defiance,"(6, 7]",1916,13,113,6,0,8,short,False,True,False,1,113,['US'],"Drama,Short",6.5,2,0
Rick Springfield: Live and Kickin',"(9, 10]",1982,69,9,2,0,6,tvSpecial,False,True,False,1,9,['US'],Music,9.5,0,1
La rivale dell'imperatrice,"(5, 6]",1951,95,38,1,0,28,movie,False,True,False,2,38,['IT'],Drama,5.5,0,0
The River,"(6, 7]",2013,12,148,2,0,44,short,False,True,False,2,148,['US'],"Adventure,Comedy,Short",6.5,1,3
Ratko: The Dictator's Son,"(3, 4]",2009,85,503,5,1,156,movie,False,True,False,5,504,['CA'],"Comedy,Thriller",3.5,4,0
The Festival Game,"(7, 8]",1970,55,41,2,0,64,movie,False,True,False,1,41,['GB'],Documentary,7.5,0,0
The Two Cubas,"(6, 7]",2006,45,27,0,0,8,tvMovie,False,True,False,1,27,['US'],Documentary,6.5,2,0
Konets 'Chyornykh rytsarey',"(5, 6]",1969,86,12,1,0,24,tvMovie,False,True,False,1,12,['SUHH'],"Drama,Mystery",5.5,0,0
Trolljägarna,"(3, 4]",2014,45,158,2,0,34,tvSeries,True,True,False,1,158,['SE'],Reality-TV,3.5,0,4
"Another, Another Chance","(6, 7]",2010,41,145,1,0,96,tvEpisode,False,True,False,1,145,['US'],"Comedy,Drama,Romance",6.5,1,0
Dotkniecie nocy,"(6, 7]",1962,88,91,1,0,25,movie,False,True,False,2,91,['PL'],Crime,6.5,0,0
Curse of the Monkey King,"(7, 8]",2019,23,39,1,0,68,tvEpisode,False,True,False,1,39,['US'],"Action,Adventure,Animation",7.5,0,0
"The Secret of the Moon, the Star, and the Sun: Part 2","(8, 9]",1999,40,104,1,0,18,tvEpisode,False,True,False,1,105,['JP'],"Action,Animation,Comedy",8.5,1,0
Uphill for Jesus,"(7, 8]",2008,3,7,1,0,7,short,False,True,False,1,7,['GB'],"Music,Short",7.5,0,0
Une femme collante,"(5, 6]",1906,2,392,2,0,1,short,False,True,False,6,393,['FR'],"Comedy,Short",5.5,6,0
Nitimemordet,"(6, 7]",1975,50,53,4,0,43,tvMiniSeries,True,True,False,1,53,['NO'],"Crime,Mystery",6.5,0,0
El chupete de Lulú,"(6, 7]",1985,66,22,0,0,11,movie,False,True,True,1,22,['ES'],Adult,6.5,1,0
Eiger: Wall of Death,"(7, 8]",2010,59,47,1,0,12,tvMovie,False,True,False,1,48,['GB'],"Documentary,History,Sport",7.5,1,0
Australia's Got Talent,"(4, 5]",2007,60,226,13,0,380,tvSeries,True,True,False,10,226,['AU'],"Game-Show,Reality-TV",4.5,5,10
David Lee Roth,"(8, 9]",1986,30,50,1,0,12,video,False,True,False,1,50,['US'],Short,8.5,1,0
Feet of Clay,"(6, 7]",1989,25,83,1,0,61,tvEpisode,False,True,False,1,83,['US'],"Comedy,Family",6.5,2,0
Wrong Fires for Right Hopes,"(8, 9]",2020,17,6,1,0,20,short,False,True,False,1,6,['IT'],"Drama,Romance,Short",8.5,0,4
Buckshot,"(8, 9]",2020,6,8,14,1,18,short,False,True,False,1,8,['GB'],"Short,Western",8.5,0,0
Les oiseaux vont mourir au Pérou,"(4, 5]",1968,92,202,26,0,26,movie,False,True,False,19,202,['FR'],Drama,4.5,11,0
Tropic Fury,"(3, 4]",1939,92,44,9,0,40,movie,False,True,False,6,44,['US'],Drama,3.5,2,0
Something Wicked,"(4, 5]",2017,99,14,2,0,21,movie,False,True,False,2,14,['NG'],Thriller,4.5,1,0
Cesar Romero,"(8, 9]",1952,40,31,5,0,13,tvEpisode,False,True,False,1,31,['US'],"Family,Game-Show",8.5,0,0
Hospoda,"(6, 7]",1996,30,224,0,0,86,tvSeries,True,True,False,1,224,['CZ'],Comedy,6.5,1,0
Sex in Strange Places,"(6, 7]",2016,129,70,1,0,23,tvMiniSeries,True,True,False,2,70,['GB'],Documentary,6.5,0,0
Zeréck,"(7, 8]",2022,49,9,1,0,21,movie,False,True,False,1,9,['LU'],Romance,7.5,0,0
Un uomo perbene,"(6, 7]",1999,119,208,2,0,72,movie,False,True,False,3,208,['IT'],"Biography,Drama",6.5,0,8
What's Wrong with This Picture? 2,"(5, 6]",1972,13,7,0,0,1,short,False,True,False,1,7,['US'],Short,5.5,0,0
Moonbase,"(3, 4]",1997,89,405,15,0,80,movie,False,True,False,5,405,['US'],"Action,Sci-Fi",3.5,15,0
The Secret World of Og,"(7, 8]",1983,40,88,2,0,88,tvEpisode,False,True,False,1,88,['US'],"Adventure,Animation,Comedy",7.5,1,0
Pajama Game II,"(6, 7]",1982,30,78,1,0,44,tvEpisode,False,True,False,1,78,['US'],"Comedy,Family,Sci-Fi",6.5,3,0
Just Looking,"(7, 8]",1998,40,191,1,0,113,tvEpisode,False,True,False,1,191,['US'],"Comedy,Drama,Fantasy",7.5,3,0
Helen Keller Monogatari: Ai to Hikari no Tenshi,"(6, 7]",1981,81,15,1,0,40,tvMovie,False,True,False,4,15,['JP'],"Animation,Biography,Drama",6.5,0,0
To Be or Not to Be...,"(8, 9]",1999,44,389,1,0,79,tvEpisode,False,True,False,1,389,['US'],"Drama,Romance",8.5,7,0
20 billeder fra Mors,"(5, 6]",1991,29,13,0,0,10,tvEpisode,False,True,False,1,13,['DK'],Documentary,5.5,0,0
Kim Kyung-ja,"(7, 8]",2023,62,203,2,0,52,tvEpisode,False,True,False,1,203,['KR'],"Comedy,Drama,Thriller",7.5,5,0
Kissufim,"(5, 6]",2023,88,177,6,0,31,movie,False,True,False,8,179,['IL'],Drama,5.5,5,0
Born on the Fourth of July,"(7, 8]",1989,145,118120,202,2,496,movie,False,True,False,52,118139,['US'],"Biography,Drama,War",7.5,297,41
Pitong kabang palay,"(7, 8]",2016,103,10,3,1,26,movie,False,True,False,2,10,['PH'],"Drama,Family",7.5,0,2
Gang Cops,"(6, 7]",1987,29,27,3,0,8,short,False,True,False,1,27,['US'],"Documentary,Short",6.5,1,3
"California, Here We Come: Part 1","(7, 8]",1997,22,50,2,0,70,tvEpisode,False,True,False,1,50,['US'],"Comedy,Drama,Romance",7.5,1,0
Midnight,"(4, 5]",1982,94,1280,237,1,63,movie,False,True,False,12,1280,['US'],"Horror,Thriller",4.5,91,0
The World Is Watching,"(7, 8]",1988,59,35,1,0,49,movie,False,True,False,3,35,"['CA', 'GB', 'NL', 'SE']",Documentary,7.5,0,3
That's What I Told Her,"(8, 9]",2014,20,7,0,0,51,short,False,True,False,1,7,['US'],"Short,Thriller",8.5,0,0
Housewife from Hell,"(2, 3]",1993,82,331,1,0,44,movie,False,True,True,2,331,['US'],Comedy,2.5,4,0
Yogi's Pest Guest/Lions Share Sheriff/All's Well That Eats Well,"(6, 7]",1961,30,73,22,0,39,tvEpisode,False,True,False,1,73,['US'],"Adventure,Animation,Comedy",6.5,0,0
AEW Dark #161,"(5, 6]",2022,40,8,1,0,21,tvEpisode,False,True,False,1,8,['US'],"Action,Sport",5.5,0,0
The Looney Tunes Guide to Fairy Tales,"(7, 8]",2007,71,8,0,0,6,video,False,True,False,1,8,['US'],"Family,Short",7.5,0,0
Hét tonna dollár,"(7, 8]",1974,92,114,7,0,56,movie,False,True,False,4,114,['HU'],Comedy,7.5,0,0
Le ambizioni sbagliate,"(5, 6]",1983,95,6,0,0,51,tvMovie,False,True,False,1,7,['IT'],Drama,5.5,0,0
Episode #8.3,"(7, 8]",1986,40,11,11,0,41,tvEpisode,False,True,False,7,11,['AU'],"Crime,Drama",7.5,0,0
Kisses and Caroms,"(4, 5]",2006,81,1445,4,2,55,movie,False,True,False,7,1445,['US'],Comedy,4.5,52,0
Notes on the Popular Arts,"(6, 7]",1978,20,91,1,0,20,short,False,True,False,2,91,['US'],Short,6.5,1,1
Alone,"(2, 3]",2012,3,10,1,0,9,short,False,True,False,1,10,['US'],"Drama,Fantasy,Music",2.5,0,0
El morocho del Abasto: La vida de Carlos Gardel,"(5, 6]",1950,92,10,2,0,33,movie,False,True,False,1,10,['AR'],"Biography,Drama,Musical",5.5,0,0
Episode #1.42,"(7, 8]",2006,59,36,1,0,26,tvEpisode,False,True,False,7,36,['KR'],"Biography,Drama,History",7.5,1,0
Sir Drone,"(7, 8]",1989,57,35,1,0,14,movie,False,True,False,1,35,['US'],Comedy,7.5,3,0
Character,"(8, 9]",2015,47,40,1,0,43,tvEpisode,False,True,False,1,40,['GB'],Reality-TV,8.5,0,0
Fish,"(7, 8]",2020,15,91,4,0,48,tvEpisode,False,True,False,1,91,['GB'],Comedy,7.5,3,0
Root Down,"(6, 7]",1962,40,211,3,0,49,tvEpisode,False,True,False,1,212,['US'],Western,6.5,8,0
A Savior Red,"(7, 8]",2010,87,40,1,1,45,movie,False,True,False,1,40,['US'],Thriller,7.5,0,0
The Rocking Horse Winner,"(6, 7]",1977,30,47,2,0,37,tvMovie,False,True,False,1,47,"['GB', 'CA']",Drama,6.5,1,0
Breakup Boot Camp,"(6, 7]",2021,83,1299,35,5,74,tvMovie,False,True,False,8,1300,"['CA', 'US']","Comedy,Romance",6.5,26,0
Boo!,"(7, 8]",2011,40,165,9,0,126,tvEpisode,False,True,False,1,165,['US'],"Comedy,Drama",7.5,2,0
Das Geheimnis der gelben Narzissen,"(5, 6]",1961,92,649,17,0,81,movie,False,True,False,14,649,"['GB', 'XWG']","Crime,Drama,Mystery",5.5,15,0
Denk ich an Deutschland - Familienreise,"(6, 7]",2004,81,8,2,0,11,tvMovie,False,True,False,1,8,['DE'],Documentary,6.5,0,0
Pur week-end,"(4, 5]",2007,86,342,1,1,104,movie,False,True,False,2,342,['FR'],Comedy,4.5,5,1
A Force in Readiness,"(5, 6]",1961,13,46,1,0,4,short,False,True,False,1,46,['US'],"Documentary,Short",5.5,1,1
Pietro Mennea: La freccia del Sud,"(6, 7]",2015,200,117,2,0,113,tvMovie,False,True,False,1,117,['IT'],"Biography,Drama",6.5,0,0
Captain's Holiday,"(7, 8]",1990,46,3720,17,0,99,tvEpisode,False,True,False,1,3723,['US'],"Action,Adventure,Drama",7.5,26,0
Sammy Stops the World,"(6, 7]",1979,105,34,1,0,28,movie,False,True,False,2,34,['US'],Musical,6.5,1,0
Loose Lips Sink Relationships,"(7, 8]",2001,40,45,0,0,51,tvEpisode,False,True,False,1,45,['US'],Comedy,7.5,0,0
The Origin of Beethoven's Moonlight Sonata,"(5, 6]",1909,13,6,0,0,1,short,False,True,False,1,6,['US'],"Drama,Short",5.5,1,0
Aa! Megami Sama,"(7, 8]",2011,129,36,5,0,25,tvMiniSeries,True,True,False,3,36,['JP'],"Animation,Drama,Fantasy",7.5,0,0
Mahadev brings Nandi back,"(8, 9]",2012,16,8,1,0,41,tvEpisode,False,True,False,1,8,['IN'],"Action,Drama,Fantasy",8.5,0,0
The Rose of Puddle Fratrum,"(5, 6]",1978,40,29,23,0,32,tvEpisode,False,True,False,1,29,['GB'],"Family,Horror",5.5,3,0
Rester vertical,"(5, 6]",2016,98,2539,14,1,107,movie,False,True,False,20,2539,['FR'],"Comedy,Drama",5.5,77,15
Moving On,"(7, 8]",1976,25,73,52,0,14,tvEpisode,False,True,False,1,73,['GB'],Comedy,7.5,5,0
Todos los pecados del mundo,"(5, 6]",1972,95,30,4,0,42,movie,False,True,False,1,30,"['MX', 'AR']",Comedy,5.5,0,0
Karate Kid XXX,"(6, 7]",2013,82,23,0,0,19,video,False,True,True,1,23,['US'],"Adult,Comedy",6.5,1,2
No Way Out,"(7, 8]",1999,80,17,0,0,17,video,False,True,True,1,17,['US'],Adult,7.5,2,1
Le glaive et la balance,"(6, 7]",1962,131,264,22,0,80,movie,False,True,False,16,265,"['FR', 'IT']","Crime,Drama",6.5,3,1
Predators' Prey,"(8, 9]",2005,25,12,0,0,23,tvSeries,True,True,False,4,12,['GB'],Documentary,8.5,0,0
A Perfect Match,"(6, 7]",1992,40,7,1,0,53,tvEpisode,False,True,False,1,7,['US'],"Action,Comedy,Crime",6.5,0,0
Floreana,"(6, 7]",2019,5,52,1,0,2,short,False,True,False,1,52,['DK'],"Adventure,Animation,Fantasy",6.5,5,0
Burnt Offerings,"(6, 7]",1976,92,13898,79,1,59,movie,False,True,False,29,13903,"['US', 'IT']","Horror,Mystery,Thriller",6.5,280,7
Parson Sue,"(4, 5]",1912,10,32,1,0,5,short,False,True,False,1,32,['US'],"Comedy,Short",4.5,1,0
Poaching Wars,"(9, 10]",2013,60,158,3,0,13,tvMovie,False,True,False,1,158,['GB'],Documentary,9.5,1,0
After Braveheart,"(7, 8]",2015,60,157,9,1,46,tvMiniSeries,True,True,False,10,157,['IE'],"Documentary,Drama",7.5,0,2
It Gets Better,"(7, 8]",2013,34,1545,3,0,181,tvEpisode,False,True,False,1,1545,['US'],Comedy,7.5,1,0
Arcadia Bay,"(7, 8]",2015,30,20,1,0,60,short,False,True,False,1,20,['US'],"Mystery,Sci-Fi,Short",7.5,0,0
En penumbra,"(4, 5]",1987,89,40,1,0,58,movie,False,True,False,2,40,['ES'],"Drama,Romance",4.5,0,0
Im Auto durch zwei Welten,"(7, 8]",1931,63,8,3,0,12,movie,False,True,False,2,8,['DE'],Documentary,7.5,0,0
Dear Mama,"(8, 9]",2022,65,1667,5,5,504,tvMiniSeries,True,True,False,16,1670,['US'],"Biography,Documentary,Music",8.5,24,15
Inquisition,"(6, 7]",1973,40,28,4,0,33,tvEpisode,False,True,False,1,28,['GB'],"Action,Crime,Drama",6.5,2,0
Hvezda Betlémská,"(6, 7]",1970,13,9,1,0,1,short,False,True,False,1,9,['CSHH'],Short,6.5,0,1
Alexandra Pelosi,"(5, 6]",2002,30,18,0,0,41,tvEpisode,False,True,False,1,18,['US'],"Comedy,News,Talk-Show",5.5,0,0
The Teddy Bears' Picnic,"(7, 8]",1989,30,68,1,0,156,tvMovie,False,True,False,5,68,['CA'],"Animation,Family",7.5,0,2
Lauantaitanssit,"(5, 6]",1970,53,8,0,0,225,tvSeries,True,True,False,2,8,['FI'],Music,5.5,0,0
The Secret Identity of Jack the Ripper,"(6, 7]",1988,80,116,6,0,83,tvMovie,False,True,False,1,116,"['GB', 'US']","Documentary,Drama",6.5,5,0
Hungry Hoboes,"(6, 7]",1928,6,119,7,0,14,short,False,True,False,1,120,['US'],"Animation,Comedy,Short",6.5,3,0
Home Thoughts from Abroad,"(8, 9]",1983,50,108,7,0,23,tvEpisode,False,True,False,1,108,['GB'],"Comedy,Drama",8.5,2,0
Pongo Pygmaeus and a Culture that Encourages Spitting,"(7, 8]",2019,20,1355,82,0,134,tvEpisode,False,True,False,1,1356,['US'],Comedy,7.5,5,0
Ek Ruka Hua Faisla,"(8, 9]",1986,127,2080,4,0,19,tvMovie,False,True,False,3,2081,['IN'],"Crime,Drama,Thriller",8.5,29,0
Sue Perkins and the Chimp Sanctuary,"(6, 7]",2018,81,18,1,0,39,tvMovie,False,True,False,1,18,['GB'],Documentary,6.5,0,1
An Old-Fashioned Wedding,"(8, 9]",1992,60,635,12,0,101,tvEpisode,False,True,False,1,636,['US'],"Comedy,Drama",8.5,7,0
Charge of the Uhlans,"(4, 5]",1895,13,23,0,0,3,short,False,True,False,1,23,['GB'],Short,4.5,0,0
Panic in the Park,"(6, 7]",1995,28,28,2,0,50,videoGame,False,True,False,1,28,['US'],"Adventure,Mystery",6.5,1,0
Fourteenth and Broadway,"(5, 6]",1896,13,32,0,0,3,short,False,True,False,1,32,['US'],"Documentary,Short",5.5,0,0
The Two College Nuts,"(5, 6]",1929,7,7,6,0,3,short,False,True,False,1,7,['US'],"Comedy,Musical,Short",5.5,2,0
Soldati - 365 all'alba,"(6, 7]",1987,116,398,5,0,54,movie,False,True,False,4,398,['IT'],Drama,6.5,1,1
Eric Idle,"(6, 7]",2005,30,24,0,0,43,tvEpisode,False,True,False,1,24,['US'],"Comedy,News,Talk-Show",6.5,0,0
"Pra Quem Fica, Tchau","(5, 6]",1971,90,37,2,0,32,movie,False,True,False,1,37,['BR'],Comedy,5.5,0,0
Joe Butterfly,"(5, 6]",1957,90,301,8,0,49,movie,False,True,False,13,301,['US'],Comedy,5.5,9,0
Zhan bei guo,"(7, 8]",1972,92,12,1,0,25,movie,False,True,False,5,12,['HK'],Action,7.5,0,0
Yù jiàn ni zhi hòu,"(7, 8]",2022,102,81,3,0,201,movie,False,True,False,6,81,"['DE', 'IT', 'CN']",Romance,7.5,3,1
The Key to Enchanted Valley,"(6, 7]",2018,71,8,1,0,17,video,False,True,False,1,8,['BR'],"Family,Fantasy",6.5,0,0
Consuming Passions,"(5, 6]",1988,98,589,14,0,147,movie,False,True,False,14,589,['GB'],Comedy,5.5,25,0
The Big Record,"(6, 7]",1957,30,19,1,0,205,tvSeries,True,True,False,1,19,['US'],Music,6.5,0,0
Os Saltimbancos Trapalhões,"(6, 7]",1981,95,804,5,0,76,movie,False,True,False,3,805,['BR'],"Adventure,Comedy,Drama",6.5,1,0
The Weight of Gold,"(7, 8]",2020,60,908,11,2,44,movie,False,True,False,7,908,['US'],Documentary,7.5,20,0
Invincible,"(3, 4]",2020,92,228,94,3,57,movie,False,True,False,6,228,['US'],Action,3.5,12,0
Disney's Greatest Villains,"(8, 9]",1977,60,30,2,0,33,tvEpisode,False,True,False,1,30,['US'],"Adventure,Drama,Family",8.5,0,0
At Gunpoint,"(6, 7]",1955,81,692,6,0,73,movie,False,True,False,25,691,['US'],Western,6.5,24,0
Gumman och julgröten,"(5, 6]",1967,10,6,1,0,18,tvEpisode,False,True,False,1,6,['SE'],Family,5.5,0,0
Tími nornarinnar,"(6, 7]",2011,198,43,1,0,9,tvMiniSeries,True,True,False,6,43,['IS'],Crime,6.5,0,0
L!fe Happens,"(5, 6]",2011,100,8197,42,2,171,movie,False,True,False,18,8198,"['US', 'CA']",Comedy,5.5,38,0
Saints and Sinners,"(5, 6]",2004,80,73,2,1,19,movie,False,True,False,2,73,['US'],Documentary,5.5,8,0
Peraste tin proti tou minos,"(5, 6]",1965,80,204,75,0,23,movie,False,True,False,2,204,['GR'],Comedy,5.5,0,0
Los taxios,"(5, 6]",1998,10,28,0,0,24,short,False,True,False,1,28,['BE'],Short,5.5,0,0
2018: Live Semi-Final 2 - The Results,"(6, 7]",2018,22,20,1,0,34,tvEpisode,False,True,False,1,20,['GB'],"Documentary,Family,Game-Show",6.5,0,0
La via Augusta,"(5, 6]",2007,53,19,1,0,104,tvSeries,True,True,False,1,19,['ES'],"Comedy,Drama,History",5.5,0,0
Jack N Jill,"(6, 7]",2008,13,59,0,0,17,short,False,True,False,1,59,['US'],"Drama,Short",6.5,1,0
Mondo Elvis,"(6, 7]",1984,28,158,1,0,2,short,False,True,False,2,158,['US'],"Documentary,Short",6.5,8,0
