originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,worstRating,bestRating,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isRatable,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,genres
Yi gai yun tian,"(5, 6]",1986,\N,\N,0.0,253,1,10,13,1,27,0,movie,0,False,True,0,8,3,253,['HK'],"Action,Comedy,Crime"
Tribute To Swedish Car Maker Saab - Rally-Spec Skoda Vs Jet-Powered Flying Man,"(7, 8]",2012,\N,60,0.0,312,1,10,1,0,69,0,tvEpisode,0,False,True,0,1,0,312,['GB'],"Adventure,Sport,Talk-Show"
Tainstvennyy uznik,"(6, 7]",1986,\N,92,,13,1,10,1,0,38,0,movie,0,False,True,0,1,0,13,['SUHH'],"Adventure,Drama"
Clouds of Memories,"(8, 9]",2013,\N,15,0.0,5,1,10,1,0,38,0,short,0,False,True,0,1,0,5,['TH'],"Drama,Family,Short"
The Frugal Gourmet,"(7, 8]",1983,1995,\N,0.0,179,1,10,3,0,2,0,tvSeries,6,True,True,0,2,5,179,['US'],Documentary
Second Chances,"(6, 7]",1998,\N,107,0.0,458,1,10,5,1,185,2,movie,0,False,True,0,12,5,458,['US'],Drama
Challenge,"(8, 9]",2014,\N,44,0.0,500,1,10,1,0,233,2,tvEpisode,0,False,True,0,1,1,500,['US'],"Drama,History,War"
Episode dated 15 October 2007,"(4, 5]",2007,\N,\N,0.0,60,1,10,0,0,48,0,tvEpisode,0,False,True,0,7,0,60,['US'],"News,Talk-Show"
Corby Stories,"(4, 5]",2012,\N,\N,0.0,12,1,10,0,0,10,0,short,0,False,True,0,1,0,12,['GB'],"Reality-TV,Short"
Dagdi Chawl 2,"(6, 7]",2022,\N,130,,427,1,10,4,2,92,0,movie,1,False,True,0,4,3,427,['IN'],"Crime,Drama"
La vuelta de El Coyote,"(4, 5]",1998,\N,100,2.0,90,1,10,2,0,166,0,movie,0,False,True,0,3,1,90,['ES'],"Adventure,Western"
Bd. Voltaire,"(8, 9]",2017,\N,110,2.0,38,1,10,100,0,29,16,movie,2,False,True,0,4,0,39,['FR'],Drama
Turkey Bowl,"(5, 6]",2011,\N,62,,136,1,10,1,0,32,13,movie,1,False,True,0,2,5,136,['US'],"Comedy,Sport"
Ne Münasebet,"(5, 6]",2015,2015,120,0.0,86,1,10,99,0,180,0,tvSeries,0,True,True,0,1,0,86,['TR'],"Comedy,Romance"
Tak ne byvaet,"(5, 6]",1995,\N,3,0.0,12,1,10,11,0,10,0,short,0,False,True,0,5,0,12,['RU'],"Animation,Short"
Alles in Ordnung?,"(8, 9]",2006,\N,\N,0.0,81,1,10,1,0,37,0,tvSeries,0,True,True,0,2,0,81,['DE'],Comedy
Yak daiyin wa rak kan,"(6, 7]",2010,\N,\N,0.0,17,1,10,45,0,9,0,movie,0,False,True,0,4,0,17,['TH'],Romance
Pony Express Days,"(5, 6]",1940,\N,20,0.0,237,1,10,3,0,47,0,short,0,False,True,0,2,8,237,['US'],"Drama,Short,Western"
Bébé apache,"(7, 8]",1910,\N,12,0.0,24,1,10,0,0,7,0,short,0,False,True,0,2,1,24,['FR'],"Comedy,Short"
This Is Your Life,"(6, 7]",1950,1993,30,3.0,318,1,10,40,0,1422,2,tvSeries,2,True,True,0,1,4,318,['US'],"Biography,Family,Reality-TV"
Miss Lonely Hearts,"(4, 5]",1937,\N,10,0.0,8,1,10,6,0,12,0,short,0,False,True,0,1,2,8,['US'],"Comedy,Musical,Short"
Beautiful Brazil,"(6, 7]",1952,\N,8,0.0,78,1,10,1,0,5,0,short,0,False,True,0,1,3,78,['US'],"Documentary,Short"
Rumpole and the Bright Seraphim,"(8, 9]",1987,\N,52,0.0,87,1,10,1,1,50,1,tvEpisode,0,False,True,0,1,1,87,['GB'],"Crime,Drama,Mystery"
The Game,"(7, 8]",1978,\N,\N,0.0,214,1,10,9,0,60,1,tvEpisode,0,False,True,0,1,3,214,['US'],"Action,Crime,Drama"
Blood Money,"(5, 6]",1980,\N,62,0.0,37,1,10,1,0,47,0,movie,0,False,True,0,3,2,37,['AU'],"Crime,Drama"
Oranges amères,"(6, 7]",1996,\N,90,1.0,21,1,10,2,0,37,0,movie,0,False,True,0,1,2,21,"['IT', 'FR']",Drama
Aftershock: Part 1,"(8, 9]",2004,\N,23,0.0,541,1,10,1,0,123,0,tvEpisode,0,False,True,0,1,1,541,['US'],"Action,Adventure,Animation"
Hårda viljor,"(5, 6]",1923,\N,\N,0.0,19,1,10,1,0,17,0,movie,0,False,True,0,5,0,19,['SE'],Comedy
Dosuni,"(6, 7]",1963,\N,92,0.0,11,1,10,1,0,10,2,movie,0,False,True,0,3,0,11,['KR'],Drama
Meigui xingzhe,"(8, 9]",2021,\N,\N,0.0,40,1,10,1,0,24,0,tvSeries,0,True,True,0,4,0,40,['CN'],"Action,Drama"
Satarupa,"(7, 8]",1989,\N,134,0.0,12,1,10,3,0,19,0,movie,0,False,True,0,1,0,12,['IN'],Drama
Regn,"(5, 6]",1975,\N,27,0.0,28,1,10,1,0,13,0,short,0,False,True,0,2,0,28,['NO'],"Drama,Short"
3D Pinball for Windows: Space Cadet,"(7, 8]",1995,\N,\N,0.0,674,1,10,4,0,0,0,videoGame,0,False,True,0,1,2,675,['US'],"Action,Sci-Fi"
The Tennis Lesson,"(7, 8]",1976,\N,9,0.0,24,1,10,1,0,10,0,short,0,False,True,0,1,4,24,['US'],"Comedy,Short,Sport"
Red Rain,"(6, 7]",1996,\N,13,0.0,50,1,10,1,0,12,0,short,0,False,True,0,1,0,50,['NL'],"Short,Thriller"
Trail Tales,"(7, 8]",2017,\N,43,,20,1,10,0,0,19,0,tvEpisode,0,False,True,0,1,0,20,['US'],Reality-TV
Unreal News Reel No. 2,"(5, 6]",1924,\N,7,0.0,32,1,10,26,0,3,0,short,0,False,True,0,1,1,32,['US'],"Comedy,Short"
Episode #1.3,"(7, 8]",2001,\N,\N,0.0,7,1,10,0,0,40,0,tvEpisode,0,False,True,0,7,0,7,['GB'],"Crime,Drama,Thriller"
Lady Feet,"(7, 8]",2008,\N,29,2.0,10,1,10,0,0,34,0,short,0,False,True,0,1,0,10,['US'],"Drama,Short"
Tödliches Alibi,"(5, 6]",1997,\N,\N,0.0,11,1,10,0,0,36,0,tvMovie,0,False,True,0,2,0,11,['DE'],Crime
Garage,"(7, 8]",2007,\N,85,12.0,3163,1,10,68,0,83,49,movie,13,False,True,0,14,39,3166,['IE'],Drama
Cantaré para tí,"(8, 9]",1985,\N,\N,0.0,7,1,10,3,0,22,0,tvSeries,0,True,True,0,2,0,7,['VE'],"Drama,Romance"
Gestos & Fragmentos,"(5, 6]",1982,\N,90,0.0,34,1,10,6,0,30,0,movie,0,False,True,0,5,0,34,['PT'],History
Relentless with Kate Snow,"(7, 8]",2019,\N,\N,0.0,30,1,10,8,1,47,0,tvSeries,0,True,True,0,1,0,30,['US'],Crime
She's a Sheik,"(5, 6]",1927,\N,60,1.0,27,1,10,11,0,21,0,movie,0,False,True,0,12,0,27,['US'],"Adventure,Romance"
MyMy,"(8, 9]",2014,\N,15,2.0,9,1,10,1,0,26,0,short,0,False,True,0,1,0,9,['AU'],"Documentary,Sci-Fi,Short"
Papás por Encargo,"(5, 6]",2022,\N,\N,0.0,302,1,10,19,1,348,0,tvSeries,0,True,True,0,16,8,303,['MX'],"Comedy,Drama,Musical"
What's New with Mark?,"(8, 9]",1974,\N,60,0.0,47,1,10,1,0,38,0,tvEpisode,0,False,True,0,1,1,47,['US'],"Crime,Drama,Mystery"
Planet of the Couches,"(6, 7]",2016,\N,3,0.0,137,1,10,1,0,118,0,tvShort,1,False,True,0,1,1,137,['US'],"Animation,Sci-Fi,Short"
Les canailles,"(5, 6]",1960,\N,90,0.0,26,1,10,4,0,44,0,movie,0,False,True,0,17,1,26,"['FR', 'IT']",Thriller
Crime Story,"(8, 9]",1992,1995,60,0.0,115,1,10,1,0,478,0,tvSeries,0,True,True,0,4,1,115,['GB'],"Crime,Drama"
Jaaydaad,"(4, 5]",1989,\N,\N,0.0,25,1,10,2,0,77,0,movie,0,False,True,0,1,0,25,['IN'],"Crime,Drama"
The Baxters,"(5, 6]",1979,1981,30,,20,1,10,2,0,35,1,tvSeries,0,True,True,0,4,3,20,['US'],"Comedy,Talk-Show"
Terminal Force,"(4, 5]",1989,\N,84,0.0,187,1,10,6,0,68,2,movie,0,False,True,0,7,7,187,['US'],"Action,Drama"
Zigoto et la blanchisseuse,"(4, 5]",1912,\N,11,0.0,22,1,10,0,0,5,0,short,0,False,True,0,1,1,22,['FR'],"Comedy,Short"
Venuseffekten,"(6, 7]",2021,\N,105,3.0,518,1,10,16,1,127,1,movie,15,False,True,0,14,4,520,['DK'],"Comedy,Drama,Romance"
Rajikon dai kaisen,"(4, 5]",1979,\N,11,0.0,6,1,10,2,0,14,0,tvEpisode,0,False,True,0,1,0,6,['JP'],"Adventure,Animation,Comedy"
What the Daisy Said,"(5, 6]",1910,\N,16,0.0,244,1,10,3,0,24,0,short,0,False,True,0,2,8,244,['US'],"Romance,Short"
Fin de semana bisiesto,"(6, 7]",2020,\N,20,0.0,16,1,10,1,0,8,0,short,0,False,True,0,2,0,16,['CL'],"Drama,Short"
The Owl and the Lemming: An Eskimo Legend,"(6, 7]",1971,\N,6,0.0,35,1,10,6,0,17,0,short,0,False,True,0,2,1,35,['CA'],"Animation,Family,Short"
The Holiday Meals Episode,"(8, 9]",2020,\N,\N,0.0,24,1,10,7,0,28,0,tvEpisode,0,False,True,0,1,0,24,['US'],Comedy
The Whistler,"(5, 6]",2006,\N,79,0.0,92,1,10,5,1,68,2,movie,0,False,True,0,1,3,92,['US'],"Crime,Horror"
Evil Judgment,"(5, 6]",1984,\N,93,0.0,222,1,10,71,0,32,7,movie,0,False,True,0,8,5,222,['CA'],"Crime,Mystery,Thriller"
"ONA: Even as You Waver, the Nation Judges You #5","(7, 8]",2014,\N,6,0.0,13,1,10,1,0,3,0,tvEpisode,0,False,True,0,1,0,13,['JP'],"Action,Animation,Comedy"
Glee,"(7, 8]",2003,\N,4,,26,1,10,0,0,11,0,short,0,False,True,0,1,0,26,['US'],"Comedy,Short"
Tear Down the Walls,"(8, 9]",1989,\N,47,,74,1,10,1,0,85,0,tvEpisode,0,False,True,0,1,2,74,['US'],"Crime,Drama,Mystery"
Mamoru no kisu ubae! An no Shirayuki-hime sakusen,"(6, 7]",1993,\N,24,0.0,128,1,10,13,0,44,2,tvEpisode,0,False,True,0,1,0,128,['JP'],"Action,Adventure,Animation"
Kitty's Outlaw,"(7, 8]",1957,\N,30,0.0,193,1,10,8,0,42,0,tvEpisode,0,False,True,0,1,4,193,['US'],Western
New Order Story,"(7, 8]",1993,\N,\N,0.0,164,1,10,2,0,42,6,video,0,False,True,0,1,7,164,['GB'],"Documentary,Music"
Zombie Cult Massacre,"(3, 4]",1998,\N,66,0.0,138,1,10,1,0,32,9,movie,0,False,True,0,1,7,138,['US'],"Action,Horror,Thriller"
"Alén, luz de luna","(6, 7]",1996,\N,60,1.0,19,1,10,1,0,65,0,tvSeries,0,True,True,0,2,1,19,['AR'],Drama
Rabbit's Feat,"(7, 8]",1960,\N,\N,0.0,435,1,10,5,0,9,0,short,0,False,True,0,5,9,435,['US'],"Animation,Comedy,Family"
Eubie!,"(8, 9]",1981,\N,100,0.0,19,1,10,1,0,36,0,tvMovie,0,False,True,0,2,2,19,['US'],Musical
Don Carlo,"(7, 8]",1985,\N,210,0.0,19,1,10,1,0,28,0,tvMovie,0,False,True,0,1,1,19,['GB'],"Drama,Music,Romance"
Catherine,"(8, 9]",2013,\N,58,0.0,978,1,10,8,0,164,4,tvEpisode,0,False,True,0,1,3,978,['US'],"Drama,Romance"
Assignment: Munich,"(5, 6]",1972,\N,100,0.0,110,1,10,7,0,34,0,tvMovie,0,False,True,0,4,4,110,['US'],"Action,Drama,Thriller"
Talking Heads,"(7, 8]",2017,\N,\N,,16,1,10,0,0,13,0,tvEpisode,0,False,True,0,1,0,16,['GB'],"Documentary,Music"
Die Tage der Commune,"(7, 8]",1966,\N,107,0.0,6,1,10,1,0,45,0,tvMovie,0,False,True,0,1,0,6,['DDDE'],Drama
Kagit,"(6, 7]",2010,\N,105,6.0,1049,1,10,23,0,41,2,movie,4,False,True,0,2,1,1049,['TR'],Drama
Evening Crackling Campfire,"(9, 10]",2008,\N,60,0.0,18,1,10,2,0,1,0,movie,0,False,True,0,1,1,18,['US'],Family
Into the Breach: 'Saving Private Ryan',"(7, 8]",1998,\N,25,,357,1,10,1,0,59,1,video,0,False,True,0,3,8,358,['US'],"Documentary,Short"
Naughty Office 5,"(4, 5]",2006,\N,\N,0.0,13,1,10,0,0,7,1,video,0,False,True,1,1,0,13,['US'],Adult
Ladies Love Brutes,"(5, 6]",1930,\N,80,0.0,144,1,10,16,0,33,4,movie,0,False,True,0,9,7,144,['US'],"Comedy,Crime,Drama"
Si da tian wang,"(4, 5]",1987,\N,\N,0.0,76,1,10,2,0,48,0,movie,0,False,True,0,4,7,76,['HK'],"Action,Crime"
Storia di una monaca di clausura,"(5, 6]",1973,\N,97,0.0,491,1,10,52,0,56,11,movie,0,False,True,0,16,11,491,"['IT', 'FR', 'XWG']",Drama
Sherlock Holmes IV,"(2, 3]",1909,\N,\N,0.0,13,1,10,0,0,6,0,short,0,False,True,0,1,0,13,['DK'],"Mystery,Short"
The Potstickers,"(8, 9]",2011,\N,30,0.0,10,1,10,1,0,20,0,short,0,False,True,0,1,0,10,['US'],"Comedy,Drama,Romance"
High Tech Rednecks,"(7, 8]",2013,\N,\N,0.0,8,1,10,8,0,86,0,tvSeries,0,True,True,0,1,0,8,['CA'],Documentary
Those People Next Door,"(5, 6]",1953,\N,78,0.0,171,1,10,3,0,25,1,movie,0,False,True,0,1,8,171,['GB'],Comedy
Episode #3.109,"(6, 7]",1972,\N,55,0.0,20,1,10,0,0,3,0,tvEpisode,0,False,True,0,7,0,20,['US'],"Adventure,Animation,Family"
Elef Nishikot K'tanot,"(5, 6]",1981,\N,110,0.0,15,1,10,6,0,24,2,movie,1,False,True,0,7,0,15,['IL'],Drama
Gabriel,"(6, 7]",1999,\N,11,1.0,76,1,10,0,0,19,1,short,0,False,True,0,1,1,76,['BE'],Short
¿Qué hicimos mal?,"(5, 6]",2021,\N,79,1.0,83,1,10,1,0,75,7,movie,2,False,True,0,5,0,83,"['ES', 'MX']",Drama
A Christmas Mystery,"(5, 6]",2022,\N,87,2.0,1059,1,10,35,1,105,9,movie,0,False,True,0,24,7,1061,['US'],"Comedy,Drama,Family"
Janet Devis,"(8, 9]",2019,\N,\N,0.0,10,1,10,1,1,7,0,short,1,False,True,0,1,1,10,['GB'],"Sci-Fi,Short"
Birthday Meal,"(6, 7]",2014,\N,1,0.0,5,1,10,1,0,8,0,tvEpisode,0,False,True,0,1,0,5,['GB'],Mystery
A Kind of Princess,"(5, 6]",1988,\N,22,0.0,47,1,10,1,0,80,0,tvEpisode,0,False,True,0,1,0,47,['US'],"Action,Adventure,Family"
If You Love Me... Show Me!,"(4, 5]",1992,\N,\N,0.0,15,1,10,1,0,56,0,video,0,False,True,0,2,1,15,['US'],"Animation,Short"
House Building,"(6, 7]",1990,\N,21,0.0,6,1,10,1,0,2,0,tvEpisode,0,False,True,0,1,0,6,"['JP', 'IT']","Adventure,Animation,Comedy"
Mystery of the Sphinx,"(7, 8]",1993,\N,93,,362,1,10,1,0,23,1,tvMovie,1,False,True,0,2,6,362,['US'],Documentary
Body Language,"(5, 6]",1992,\N,88,0.0,355,1,10,7,0,69,1,tvMovie,0,False,True,0,12,8,355,['US'],Thriller
City of Love,"(8, 9]",2023,\N,\N,1.0,43,1,10,3,0,84,2,movie,1,False,True,0,4,2,44,['US'],"Comedy,Crime,Thriller"
Le journal de Dominique,"(7, 8]",2007,\N,52,,8,1,10,1,0,4,0,tvMovie,0,False,True,0,1,0,8,['FR'],Documentary
Der letzte Geselle,"(7, 8]",2004,\N,\N,1.0,8,1,10,0,0,15,0,short,0,False,True,0,1,0,8,['DE'],"Comedy,Short"
Chile: Hasta Cuando?,"(6, 7]",1986,\N,57,2.0,61,1,10,5,0,64,1,movie,2,False,True,0,4,2,61,"['US', 'AU']",Documentary
Sandy Claws,"(6, 7]",1954,\N,\N,0.0,502,1,10,3,0,17,3,short,1,False,True,0,8,6,502,['US'],"Adventure,Animation,Comedy"
Clash! Jonouchi vs. Valon,"(8, 9]",2003,\N,\N,0.0,23,1,10,0,0,9,0,tvEpisode,0,False,True,0,1,0,23,['JP'],"Action,Adventure,Animation"
Biff Bang Buddy,"(7, 8]",1924,\N,\N,,15,1,10,1,0,9,0,movie,0,False,True,0,1,0,15,['US'],Western
Breadwinner,"(7, 8]",1992,\N,\N,,34,1,10,4,0,47,0,tvEpisode,0,False,True,0,1,1,34,['GB'],Comedy
Forbidden History,"(6, 7]",2013,\N,\N,0.0,358,1,10,19,0,371,0,tvSeries,0,True,True,0,11,11,358,['GB'],"Documentary,History"
The Hookers,"(4, 5]",1967,\N,70,0.0,88,1,10,3,0,21,3,movie,0,False,True,0,2,1,88,['US'],Drama
Das Jahr nach Dayton,"(8, 9]",1997,\N,204,3.0,29,1,10,9,0,23,2,movie,0,False,True,0,7,0,29,"['BA', 'AT']","Documentary,War"
Jane,"(7, 8]",1962,\N,53,0.0,39,1,10,1,0,20,1,movie,0,False,True,0,4,2,39,['US'],Documentary
Peaceful Neighbors,"(6, 7]",1939,\N,9,0.0,21,1,10,0,0,11,0,short,0,False,True,0,1,1,21,['US'],"Animation,Comedy,Short"
Gharize,"(5, 6]",2023,\N,\N,1.0,10,1,10,2,0,17,0,movie,0,False,True,0,2,1,10,['IR'],\N
Scales of Justice,"(7, 8]",1994,\N,98,0.0,109,1,10,1,0,50,0,tvEpisode,0,False,True,0,1,4,109,['GB'],"Crime,Drama,Mystery"
Juroku-sai no senso,"(6, 7]",1976,\N,94,0.0,86,1,10,2,0,18,1,movie,0,False,True,0,5,2,86,['JP'],Drama
Beautiful Men,"(7, 8]",2023,\N,18,5.0,42,1,10,5,0,9,1,short,9,False,True,0,2,0,44,"['FR', 'BE', 'NL']","Animation,Comedy,Drama"
Las niñas,"(6, 7]",2007,\N,\N,1.0,19,1,10,1,0,19,0,movie,0,False,True,0,1,0,19,['CL'],\N
Sajan,"(7, 8]",1969,\N,147,0.0,91,1,10,13,0,43,3,movie,0,False,True,0,1,4,91,['IN'],"Comedy,Mystery,Romance"
Chand Migiri Gerye Koni,"(4, 5]",2005,\N,\N,0.0,355,1,10,6,0,27,1,movie,0,False,True,0,4,0,355,['IR'],"Comedy,Drama"
God's own people,"(7, 8]",2016,\N,\N,0.0,8,1,10,3,0,9,0,movie,0,False,True,0,1,1,8,['IN'],"Documentary,History,Mystery"
Children of the Universe,"(7, 8]",2018,\N,53,1.0,11,1,10,10,1,11,0,movie,0,False,True,0,1,0,11,['CH'],Documentary
The Packagers,"(8, 9]",1973,\N,60,0.0,13,1,10,2,0,50,0,tvEpisode,0,False,True,0,1,0,13,['US'],Adventure
Chambal Ki Kassam,"(5, 6]",1980,\N,\N,0.0,35,1,10,6,0,31,0,movie,0,False,True,0,1,0,35,['IN'],"Action,Crime"
Mekong Hotel,"(6, 7]",2012,\N,61,0.0,963,1,10,6,0,11,25,movie,2,False,True,0,10,1,966,"['TH', 'GB']","Drama,Music"
Akash's assurance,"(9, 10]",2012,\N,\N,0.0,6,1,10,0,0,12,0,tvEpisode,0,False,True,0,1,0,6,['IN'],"Drama,Romance"
Locker Love,"(6, 7]",2009,\N,7,0.0,15,1,10,1,0,23,0,short,0,False,True,0,1,0,15,['US'],"Romance,Short"
Outside the Lines,"(7, 8]",2018,\N,42,0.0,260,1,10,7,0,144,0,tvEpisode,0,False,True,0,1,1,260,['US'],"Action,Crime,Drama"
The Orb Scholar,"(7, 8]",1993,\N,45,,250,1,10,3,0,74,1,tvEpisode,0,False,True,0,1,2,251,['US'],"Action,Adventure,Comedy"
Quarantine,"(7, 8]",1994,\N,\N,0.0,6,1,10,2,0,15,0,videoGame,0,False,True,0,2,0,6,['CA'],"Action,Crime,Sci-Fi"
La Théorie des Balls,"(7, 8]",2015,\N,\N,0.0,90,1,10,1,0,32,0,tvSeries,0,True,True,0,1,0,90,['FR'],Comedy
Never on Sunday,"(6, 7]",1996,\N,\N,0.0,267,1,10,3,0,85,0,tvEpisode,0,False,True,0,1,0,268,['US'],"Adventure,Comedy,Drama"
Terrier,"(4, 5]",2016,\N,24,3.0,8,1,10,6,0,31,0,short,9,False,True,0,1,0,8,['DE'],"Crime,Drama,Family"
Medea,"(6, 7]",1963,\N,95,0.0,14,1,10,1,0,15,0,tvMovie,0,False,True,0,1,0,14,['SE'],Drama
Her Adventurous Night,"(6, 7]",1946,\N,76,0.0,42,1,10,6,0,39,0,movie,0,False,True,0,5,2,42,['US'],"Adventure,Comedy,Mystery"
Escenario 0,"(7, 8]",2020,2020,\N,,71,1,10,12,2,277,1,tvSeries,0,True,True,0,6,0,71,['ES'],"Comedy,Drama"
Hukuman Zinah,"(7, 8]",1996,\N,60,,35,1,10,1,0,11,0,movie,0,False,True,0,1,0,35,['ID'],"Horror,Romance"
Resident Undead,"(8, 9]",2010,\N,\N,,14,1,10,1,0,43,0,tvSeries,0,True,True,0,1,0,14,['US'],Reality-TV
Napoleon Blown-Aparte,"(7, 8]",1966,\N,\N,0.0,25,1,10,2,0,0,0,tvEpisode,0,False,True,0,1,1,25,['GB'],"Action,Animation,Comedy"
Fargo,"(8, 9]",1996,\N,98,83.0,737343,1,10,143,12,248,143,movie,58,False,True,0,48,1157,737473,"['GB', 'US']","Crime,Thriller"
Time's Arrow,"(8, 9]",1992,\N,45,0.0,3785,1,10,39,0,125,8,tvEpisode,0,False,True,0,1,19,3787,['US'],"Action,Adventure,Drama"
The Planners,"(6, 7]",2013,\N,\N,0.0,11,1,10,2,0,17,0,tvSeries,0,True,True,0,2,0,11,['GB'],Documentary
Artist,"(7, 8]",2013,\N,105,2.0,556,1,10,2,1,23,1,movie,1,False,True,0,3,6,556,['IN'],Drama
It Happened One Night,"(7, 8]",1989,\N,\N,0.0,44,1,10,0,0,43,0,tvEpisode,0,False,True,0,1,0,44,['US'],Comedy
The Making of 'The Front',"(5, 6]",1976,\N,\N,0.0,19,1,10,0,0,9,0,tvMovie,0,False,True,0,2,0,19,['US'],Documentary
Archer Dreamland: Waxing Gibbous,"(7, 8]",2017,\N,21,0.0,1090,1,10,24,0,73,1,tvEpisode,0,False,True,0,1,1,1092,['US'],"Action,Animation,Comedy"
No Picnic,"(6, 7]",1986,\N,84,1.0,51,1,10,2,0,24,1,movie,1,False,True,0,1,1,51,['US'],Drama
Devil's Trail,"(3, 4]",2017,\N,73,0.0,267,1,10,39,0,22,2,movie,0,False,True,0,4,14,267,['US'],Horror
The Heroes,"(7, 8]",1989,1989,\N,1.0,197,1,10,2,0,59,0,tvMiniSeries,0,True,True,0,9,7,197,['AU'],"Drama,War"
Tyler Perry/Michael Buble/CKay,"(7, 8]",2021,\N,41,0.0,17,1,10,0,0,29,0,tvEpisode,0,False,True,0,1,0,17,['US'],"Comedy,Music,Talk-Show"
L'oro di Cuba,"(6, 7]",2009,\N,74,,22,1,10,1,0,18,0,movie,1,False,True,0,3,1,22,['IT'],Documentary
Aladdin,"(6, 7]",1994,\N,\N,0.0,18,1,10,2,0,3,0,videoGame,0,False,True,0,2,0,18,['JP'],"Action,Adventure,Family"
"Clint Eastwood, la dernière légende","(6, 7]",2022,\N,78,0.0,226,1,10,13,0,36,0,tvMovie,0,False,True,0,6,0,226,['FR'],"Biography,Documentary,History"
Si shi qing chun,"(6, 7]",2018,\N,74,,8894,1,10,116,1,32,21,tvMiniSeries,0,True,True,0,23,50,8898,"['CN', 'JP']","Animation,Drama,Romance"
Home Improvement,"(7, 8]",2005,\N,\N,0.0,39,1,10,0,0,40,0,tvEpisode,0,False,True,0,1,0,39,['US'],"Biography,Documentary"
Episode dated 18 April 1980,"(7, 8]",1980,\N,\N,0.0,20,1,10,2,0,15,0,tvEpisode,0,False,True,0,7,0,20,['US'],"Comedy,Talk-Show"
Jeanne la Pucelle I - Les batailles,"(7, 8]",1994,\N,160,0.0,862,1,10,8,1,118,14,movie,1,False,True,0,18,7,863,['FR'],"Biography,Drama,History"
Hammerman,"(3, 4]",1991,1992,30,0.0,265,1,10,4,0,124,3,tvSeries,0,True,True,0,2,10,265,"['US', 'CA', 'IT']","Animation,Comedy,Family"
Qi qiu,"(6, 7]",2019,\N,102,24.0,997,1,10,10,0,46,23,movie,37,False,True,0,16,4,997,['CN'],Drama
Texas Pick'em,"(7, 8]",2018,\N,41,0.0,14,1,10,1,0,26,0,tvEpisode,0,False,True,0,1,0,15,['US'],"Documentary,Reality-TV"
Amy Fisher: Caught on Tape,"(4, 5]",2007,\N,56,0.0,11,1,10,0,0,6,7,video,1,False,True,1,1,0,11,['US'],Adult
Elimination Challenge 1,"(6, 7]",2009,\N,\N,0.0,15,1,10,1,0,44,0,tvEpisode,0,False,True,0,1,0,15,['AU'],"Game-Show,Reality-TV"
Frogger,"(6, 7]",1997,\N,\N,0.0,171,1,10,6,0,19,0,videoGame,0,False,True,0,2,2,171,['GB'],"Adventure,Family"
Tig Notaro: Happy to Be Here,"(6, 7]",2018,\N,58,0.0,1553,1,10,2,1,77,1,tvSpecial,0,False,True,0,4,10,1555,['US'],Comedy
Natascha Kampusch - Ein Schicksal im Rampenlicht,"(6, 7]",2013,\N,43,0.0,14,1,10,0,0,31,0,tvMovie,0,False,True,0,1,0,14,"['AT', 'DE']",Documentary
Flippé,"(8, 9]",2022,\N,2,0.0,14,1,10,1,0,64,0,tvSeries,0,True,True,0,1,0,14,['FR'],"Animation,Comedy"
Hanazono no meikyu,"(6, 7]",1988,\N,118,0.0,43,1,10,1,0,24,0,movie,3,False,True,0,2,1,43,['JP'],"Crime,Drama,Mystery"
Vahetus,"(6, 7]",2011,\N,15,0.0,24,1,10,2,0,22,0,short,1,False,True,0,4,0,24,['EE'],"Drama,Short"
Fesseln,"(6, 7]",1995,\N,92,0.0,26,1,10,0,0,22,1,tvMovie,0,False,True,0,5,2,26,['DE'],Thriller
The Underground Sinema,"(4, 5]",2015,\N,104,,29,1,10,1,0,7,0,movie,0,False,True,0,1,0,29,['US'],Comedy
Judge Dredd: Superfiend,"(6, 7]",2014,2014,\N,0.0,418,1,10,4,0,30,11,tvMiniSeries,0,True,True,0,2,6,418,['US'],"Action,Animation,Crime"
Momsy,"(8, 9]",2018,\N,51,4.0,36,1,10,4,0,7,12,movie,1,False,True,0,1,0,36,['HR'],Documentary
Episode #1.504,"(7, 8]",1989,\N,\N,0.0,9,1,10,0,0,24,0,tvEpisode,0,False,True,0,7,0,9,['US'],"Drama,Romance"
"Temper, Temper/A Classic Chilly Cartoon: The Legend of Rockabye Point/Crash Course","(6, 7]",1999,\N,21,,26,1,10,3,0,49,0,tvEpisode,0,False,True,0,1,0,26,['US'],"Adventure,Animation,Comedy"
Le garde du corps,"(7, 8]",2005,\N,3,,56,1,10,1,0,83,0,tvEpisode,0,False,True,0,1,0,56,['FR'],"Adventure,Comedy,Fantasy"
Twilight,"(8, 9]",2003,\N,23,0.0,783,1,10,3,0,136,0,tvEpisode,0,False,True,0,1,0,784,['US'],"Action,Adventure,Animation"
Los Moscos,"(8, 9]",2005,\N,50,0.0,676,1,10,1,0,244,4,tvEpisode,0,False,True,0,1,0,676,['US'],"Drama,Fantasy,Mystery"
Wallace & Gromit: The Complete Collection,"(8, 9]",2009,\N,\N,0.0,22,1,10,2,0,28,0,video,0,False,True,0,1,0,22,['GB'],Family
