originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
Terror Train,"(5, 6]",1980,97,0,14164,100,127,movie,6,False,True,False,29,14168,['CA'],"Horror,Mystery,Thriller",5.5,258
The Miser,"(8, 9]",1988,110,0,15,1,26,tvEpisode,0,False,True,False,1,15,['GB'],"Comedy,Drama,Romance",8.5,1
The Bowery Boys Meet the Monsters,"(5, 6]",1954,65,0,808,10,35,movie,1,False,True,False,5,808,['US'],"Comedy,Horror,Sci-Fi",5.5,37
Blutsbrüder teilen alles,"(6, 7]",2012,88,1,170,16,50,movie,0,False,True,False,7,170,"['AT', 'DE', 'RO']","Drama,Music,War",6.5,2
The Modernization of Emily,"(7, 8]",1974,26,0,124,1,43,tvEpisode,0,False,True,False,1,125,['US'],Comedy,7.5,2
"Go to Hell, You Mortals","(9, 10]",2018,40,0,1247,30,39,tvEpisode,0,False,True,False,1,1252,['JP'],"Action,Animation,Drama",9.5,8
Onsen konnyaku geisha,"(6, 7]",1970,87,0,25,1,13,movie,0,False,True,False,4,25,['JP'],"Comedy,Drama",6.5,0
Episode #1.124,"(6, 7]",1987,40,0,9,0,24,tvEpisode,0,False,True,False,7,9,['US'],"Drama,Romance",6.5,0
Morgus Presents,"(8, 9]",1986,53,0,14,3,52,tvSeries,0,True,True,False,1,14,['US'],"Comedy,Horror,Mystery",8.5,0
Waratte kurasô,"(6, 7]",1979,11,0,7,2,15,tvEpisode,0,False,True,False,1,7,['JP'],"Adventure,Animation,Comedy",6.5,0
The Lost Tomb of Jesus,"(5, 6]",2007,102,3,1028,2,57,tvMovie,1,False,True,False,8,1028,['US'],Documentary,5.5,10
Aandhi Aur Toofan,"(5, 6]",1964,92,0,11,1,34,movie,0,False,True,False,1,11,['IN'],"Action,Adventure,Romance",5.5,0
Emergency Mine Rescue,"(7, 8]",2010,40,0,29,1,74,tvEpisode,0,False,True,False,1,29,['US'],Documentary,7.5,0
Wild Stallion,"(5, 6]",1952,70,0,209,1,35,movie,0,False,True,False,7,209,['US'],"Drama,Western",5.5,7
Is Solitary Fun?,"(7, 8]",2010,24,0,58,2,61,tvEpisode,0,False,True,False,1,58,['JP'],"Action,Animation,Comedy",7.5,0
Sketch à gogo,"(6, 7]",2004,53,0,19,0,11,tvSeries,0,True,True,False,1,19,['BE'],Comedy,6.5,1
Safety of the Realm,"(8, 9]",1969,51,0,8,0,22,tvEpisode,0,False,True,False,1,8,['GB'],Drama,8.5,0
Pacto de Sangue,"(6, 7]",2017,53,0,166,31,122,tvSeries,0,True,True,False,4,166,['BR'],Crime,6.5,2
Synchromy No. 2,"(6, 7]",1936,5,0,146,2,4,short,0,False,True,False,1,146,['US'],Short,6.5,1
James Mason and Spike Milligan,"(7, 8]",1971,40,0,11,0,10,tvEpisode,0,False,True,False,1,11,['US'],"Music,Talk-Show",7.5,0
The Man Between,"(7, 8]",2023,41,0,346,1,84,tvEpisode,0,False,True,False,1,347,['KR'],"Action,Adventure,Fantasy",7.5,4
Faltu Engineers,"(8, 9]",2022,129,0,7,12,26,tvMiniSeries,0,True,True,False,1,7,['IN'],Comedy,8.5,0
Hawk Jones,"(6, 7]",1986,88,0,140,1,74,video,0,False,True,False,1,140,['US'],"Adventure,Comedy,Family",6.5,8
Suge Knight: On The Real Death Row Story,"(7, 8]",2001,92,0,16,13,8,movie,0,False,True,False,1,16,['US'],"Biography,Documentary",7.5,0
Lápide,"(5, 6]",1997,17,1,22,5,52,short,1,False,True,False,2,22,['BR'],"Comedy,Short",5.5,2
The Passions of Carol,"(6, 7]",1975,76,0,80,0,42,movie,0,False,True,True,1,80,['US'],"Adult,Comedy,Fantasy",6.5,11
Partie de cartes,"(5, 6]",1897,1,0,519,4,2,short,0,False,True,False,5,519,['FR'],Short,5.5,4
La apuesta/La ropa limpia se ensucia en casa,"(7, 8]",1975,40,0,7,0,3,tvEpisode,0,False,True,False,1,7,['MX'],"Comedy,Family,Fantasy",7.5,0
Smokey and the Judge,"(3, 4]",1982,90,0,47,1,84,movie,0,False,True,False,6,47,['US'],"Action,Comedy",3.5,8
Zhe er,"(7, 8]",2020,13,0,6,9,25,short,0,False,True,False,4,6,['CN'],"Drama,Short",7.5,0
Paranomoi pothoi,"(5, 6]",1966,74,0,22,14,21,movie,0,False,True,False,4,22,['GR'],Drama,5.5,0
Les Is More or Less Moral-less,"(5, 6]",1996,22,0,52,0,66,tvEpisode,0,False,True,False,1,52,['US'],Comedy,5.5,0
Moonlight: Poetry Through Collaboration - The Music of Moonlight,"(6, 7]",2017,13,0,10,1,9,short,0,False,True,False,1,10,['US'],"Documentary,Short",6.5,0
Present Tense,"(6, 7]",1982,30,0,77,1,42,tvEpisode,0,False,True,False,1,77,['US'],"Comedy,Family,Sci-Fi",6.5,3
Setsuyaku shitai Himonoonna,"(7, 8]",2010,47,0,8,2,23,tvEpisode,0,False,True,False,1,8,['JP'],"Comedy,Drama,Romance",7.5,0
DC's World's Funnest,"(5, 6]",2011,1,0,52,1,53,tvSeries,1,True,True,False,1,52,"['US', 'GB']",Animation,5.5,0
"Antonio, the Amazing","(8, 9]",1980,30,0,92,1,61,tvEpisode,0,False,True,False,1,92,['US'],"Comedy,Family",8.5,2
Sono kabe o kudake,"(6, 7]",1959,100,0,29,1,21,movie,0,False,True,False,3,29,['JP'],"Crime,Drama",6.5,1
The Quick and the Dead,"(7, 8]",2018,40,0,8,0,13,tvEpisode,0,False,True,False,1,8,['NZ'],Documentary,7.5,0
Your Number,"(7, 8]",2024,54,0,163,1,97,tvEpisode,0,False,True,False,1,162,['KR'],"Game-Show,Reality-TV",7.5,2
Club Silencio,"(4, 5]",2021,18,0,109,4,28,short,1,False,True,False,5,109,['ES'],"Drama,Short",4.5,0
Tosca e altre due,"(4, 5]",2003,92,0,8,1,41,movie,2,False,True,False,2,8,['IT'],Comedy,4.5,0
Heroines of F.U.R.Y.,"(5, 6]",2016,91,0,18,1,16,video,0,False,True,False,1,18,['US'],Action,5.5,2
Intellectual Property,"(7, 8]",1998,22,0,174,1,67,tvEpisode,0,False,True,False,1,174,['US'],"Comedy,Drama,Sport",7.5,1
The Substitute,"(5, 6]",1996,114,0,16252,62,195,movie,0,False,True,False,36,16255,['US'],"Action,Crime,Drama",5.5,139
Cien,"(6, 7]",1984,81,0,5,0,21,tvMovie,0,False,True,False,1,5,['PL'],Drama,6.5,0
Sonnwende,"(5, 6]",2013,84,0,31,5,22,movie,0,False,True,False,1,31,['DE'],Drama,5.5,1
Snow Child,"(8, 9]",1997,24,1,8,6,11,short,0,False,True,False,1,8,['US'],Short,8.5,2
Journey to the Center of the Nursery,"(5, 6]",1987,40,0,16,1,105,tvEpisode,0,False,True,False,1,16,['US'],"Adventure,Animation,Comedy",5.5,0
Sweep the ESPer Girl Away!,"(7, 8]",1974,40,0,5,0,9,tvEpisode,0,False,True,False,1,5,['JP'],"Action,Adventure,Drama",7.5,0
Woman at War: Tania the Fire,"(9, 10]",2023,40,0,6,0,5,tvEpisode,0,False,True,False,1,6,['UA'],"Action,Biography,Comedy",9.5,0
The Heart Still Hums,"(5, 6]",2020,29,4,41,1,13,short,1,False,True,False,1,41,['US'],"Documentary,Short",5.5,0
Boy Meets Girl,"(7, 8]",1996,40,0,32,4,22,tvEpisode,0,False,True,False,1,32,['GB'],"Crime,Drama",7.5,1
Great Barrier Reef,"(7, 8]",2018,45,0,42,12,29,movie,0,False,True,False,3,42,['AU'],Documentary,7.5,1
All you need is love,"(6, 7]",2020,23,0,32,1,91,tvEpisode,0,False,True,False,1,32,['DE'],"Comedy,Drama",6.5,0
Stajnia na Salvatorze,"(6, 7]",1967,92,0,28,2,60,movie,0,False,True,False,3,28,['PL'],Drama,6.5,1
Dinosaur Island,"(3, 4]",1994,85,0,1860,12,101,movie,0,False,True,False,15,1860,['US'],"Adventure,Comedy,Fantasy",3.5,61
El canto de las mariposas,"(7, 8]",2020,65,0,28,7,41,movie,2,False,True,False,4,28,['PE'],Documentary,7.5,4
Carnet de identidad,"(8, 9]",1970,28,0,8,0,11,short,0,False,True,False,2,8,['ES'],Short,8.5,0
Mental Engineering,"(7, 8]",1997,30,0,13,0,10,tvSeries,0,True,True,False,1,13,['US'],"Comedy,Talk-Show",7.5,0
Death Dreams,"(5, 6]",1991,94,0,548,24,55,tvMovie,0,False,True,False,15,548,['US'],"Crime,Drama,Thriller",5.5,12
The More You Ignore Me,"(7, 8]",2015,40,0,1909,22,141,tvEpisode,0,False,True,False,1,1915,['US'],"Comedy,Drama,Romance",7.5,5
Dog Baseball,"(8, 9]",1986,10,0,30,2,1,short,0,False,True,False,1,30,['US'],Short,8.5,0
99 Percent Sure,"(8, 9]",2011,107,0,21,0,36,movie,0,False,True,False,2,21,['US'],"Comedy,Drama,Romance",8.5,1
Ghost Town to Havana,"(8, 9]",2015,86,0,9,6,51,movie,0,False,True,False,1,9,"['US', 'CU']","Documentary,Sport",8.5,4
Gunn,"(7, 8]",2018,110,0,34,16,61,movie,0,False,True,False,2,34,['US'],Drama,7.5,4
The Match King,"(6, 7]",1932,79,0,622,29,61,movie,0,False,True,False,10,622,['US'],"Crime,Drama",6.5,26
In Convenience,"(7, 8]",2005,135,0,13,0,48,movie,0,False,True,False,2,13,['US'],Comedy,7.5,0
Yek ghadam ta marg,"(6, 7]",1961,100,0,24,1,18,movie,0,False,True,False,3,24,['IR'],"Crime,Drama",6.5,1
Eye Guess,"(7, 8]",1966,25,0,25,3,16,tvSeries,0,True,True,False,1,25,['US'],"Family,Game-Show",7.5,2
Alamo Gold,"(4, 5]",2008,85,0,27,46,36,movie,0,False,True,False,2,27,['US'],"Adventure,Crime,Drama",4.5,1
È pericoloso sporgersi,"(6, 7]",1985,12,2,64,2,2,short,0,False,True,False,2,64,['BE'],"Drama,Short",6.5,0
Jay Johnson: The Two & Only!,"(8, 9]",2014,114,0,35,9,34,movie,0,False,True,False,2,35,['US'],Comedy,8.5,3
Pekin no suika,"(7, 8]",1989,135,1,216,11,44,movie,0,False,True,False,12,216,['JP'],Drama,7.5,4
"Mickey Rooney, Then and Now","(6, 7]",1953,10,0,15,1,8,short,0,False,True,False,1,15,['US'],Short,6.5,0
The Legend of Robin Hood,"(7, 8]",1975,50,0,134,2,83,tvMiniSeries,1,True,True,False,3,134,['GB'],Adventure,7.5,10
Anastasia: Adventures with Pooka and Bartok,"(7, 8]",1997,28,0,65,9,10,videoGame,0,False,True,False,1,65,['US'],"Adventure,Family,Fantasy",7.5,0
Janatha Garage,"(7, 8]",2016,162,19,8404,77,301,movie,7,False,True,False,6,8427,['IN'],"Action,Crime,Drama",7.5,27
April Wine Live,"(6, 7]",1985,67,0,7,4,10,movie,0,False,True,False,3,7,"['GB', 'CA']",Music,6.5,0
Keoma,"(6, 7]",1976,105,0,6336,128,133,movie,0,False,True,False,26,6338,['IT'],"Drama,Western",6.5,140
Double Trouble,"(5, 6]",2021,81,0,9,0,27,tvMovie,0,False,True,False,1,9,['GB'],Comedy,5.5,0
La domenica specialmente,"(6, 7]",1991,90,2,356,5,108,movie,3,False,True,False,12,356,"['IT', 'FR', 'BE']",Drama,6.5,6
Ner i djupet,"(6, 7]",2021,12,0,11,4,27,short,0,False,True,False,2,11,['FI'],"Drama,Short",6.5,0
Given the Heir,"(5, 6]",1997,24,0,135,1,68,tvEpisode,0,False,True,False,1,135,['US'],"Action,Comedy,Drama",5.5,1
Kapitel III,"(6, 7]",2021,44,0,34,141,49,tvEpisode,0,False,True,False,1,34,['DE'],"Crime,Drama,Mystery",6.5,0
Aus Forschung und Technik,"(5, 6]",1964,53,0,8,1,11,tvSeries,0,True,True,False,1,8,['XWG'],Documentary,5.5,0
Haslo,"(5, 6]",1977,54,0,11,1,31,tvMovie,0,False,True,False,2,11,['PL'],"Comedy,Drama",5.5,0
Ignotas grizo namo,"(3, 4]",1956,92,0,12,1,40,movie,0,False,True,False,3,12,['SUHH'],"Drama,History",3.5,0
Aya...?,"(5, 6]",1971,15,0,9,1,7,short,0,False,True,False,1,9,['IR'],"Documentary,Short",5.5,0
Seihai,"(7, 8]",2006,23,0,104,2,27,tvEpisode,0,False,True,False,1,105,['JP'],"Action,Adventure,Animation",7.5,0
The Lady in the Morgue,"(5, 6]",1938,67,0,189,6,42,movie,0,False,True,False,6,189,['US'],"Action,Crime,Drama",5.5,24
RECCE 360,"(6, 7]",2022,108,0,2220,2,19,movie,0,False,True,False,1,2220,['IN'],"Crime,Thriller",6.5,0
The Twin Horrors of Professor Blurryvision,"(7, 8]",2011,60,0,22,9,41,tvEpisode,0,False,True,False,1,22,['US'],"Comedy,Music,Talk-Show",7.5,0
Goden k nestroevoy,"(6, 7]",1968,78,0,44,10,40,movie,0,False,True,False,5,44,['SUHH'],Comedy,6.5,0
To a More Perfect Union: U.S. v Windsor,"(8, 9]",2017,63,0,15,3,10,movie,1,False,True,False,1,15,['US'],Documentary,8.5,5
Aguaespejo granadino (La gran siguiriya),"(6, 7]",1955,21,0,405,3,13,short,0,False,True,False,4,405,['ES'],"Documentary,Short",6.5,2
La famille Fontaine,"(6, 7]",1992,26,0,10,0,15,tvSeries,0,True,True,False,1,10,['FR'],Comedy,6.5,0
Red Fork Range,"(4, 5]",1931,59,0,36,6,29,movie,0,False,True,False,2,35,['US'],Western,4.5,3
Ek Hi Raasta,"(6, 7]",1977,92,0,37,4,36,movie,0,False,True,False,2,37,['IN'],Drama,6.5,1
Pregnancy Complications?/12-Year-Old Shih Tzu Scare!,"(7, 8]",2016,22,0,8,0,18,tvEpisode,0,False,True,False,1,8,['US'],"Comedy,Crime,Reality-TV",7.5,0
How the Finch Stole Christmas,"(7, 8]",1998,23,0,188,2,101,tvEpisode,0,False,True,False,1,188,['US'],Comedy,7.5,0
Mountain Girl,"(9, 10]",2024,13,1,11,2,4,short,0,False,True,False,1,11,['US'],"Documentary,Short",9.5,0
Hazajáró lélek,"(6, 7]",1940,95,0,37,2,42,movie,0,False,True,False,5,37,['HU'],Drama,6.5,0
Beast of Blood,"(4, 5]",1970,90,0,648,23,40,movie,0,False,True,False,10,648,['PH'],"Adventure,Horror",4.5,47
Dachnaya zhizn,"(6, 7]",1979,85,0,13,1,30,tvMovie,0,False,True,False,1,13,['SUHH'],Comedy,6.5,0
Mei you lao gong de ri zi,"(4, 5]",1995,101,0,27,5,41,movie,0,False,True,False,5,27,['HK'],"Comedy,Drama",4.5,0
Zorrita Martínez,"(4, 5]",1975,95,1,33,1,53,movie,0,False,True,False,3,33,['ES'],"Comedy,Drama",4.5,0
Ye Re Ye Re Paisa,"(5, 6]",2018,142,0,168,6,77,movie,0,False,True,False,2,169,['IN'],Comedy,5.5,1
4 Shadows Cast from Confusion,"(5, 6]",2007,13,0,11,1,22,short,0,False,True,False,1,11,['US'],"Drama,Music,Short",5.5,0
Hey Amigo Bes Mezar,"(2, 3]",1971,61,0,10,1,21,movie,0,False,True,False,1,10,['TR'],Western,2.5,0
Father's Day/Camp Buzzard/He Wouldn't Woody,"(7, 8]",1999,40,0,34,3,89,tvEpisode,0,False,True,False,1,34,['US'],"Adventure,Animation,Comedy",7.5,0
Idukki Gold,"(6, 7]",2013,92,0,685,5,44,movie,0,False,True,False,3,685,['IN'],"Comedy,Drama",6.5,6
Neutrogena,"(8, 9]",2016,13,0,7,5,5,short,0,False,True,False,1,7,['BE'],"Romance,Short",8.5,0
Memorial,"(8, 9]",2004,40,0,29,0,80,tvEpisode,0,False,True,False,1,29,['US'],"Crime,Drama,Thriller",8.5,0
Laster der Menschheit,"(6, 7]",1927,92,0,19,4,19,movie,0,False,True,False,2,19,['DE'],Drama,6.5,0
Bangladesh and Bhutan,"(7, 8]",2021,59,0,10,0,21,tvEpisode,0,False,True,False,1,10,['GB'],Documentary,7.5,0
Trei zile si trei nopti,"(5, 6]",1976,105,0,28,1,16,movie,0,False,True,False,1,28,['RO'],Drama,5.5,0
Jagga Daku,"(6, 7]",1993,92,0,13,3,21,movie,0,False,True,False,1,13,['IN'],"Action,Crime,Romance",6.5,0
Final Dead Lancer,"(8, 9]",2011,14,0,25,1,4,tvEpisode,0,False,True,False,1,26,['JP'],"Animation,Comedy",8.5,0
Twister,"(6, 7]",1996,113,11,236887,383,577,movie,17,False,True,False,43,236951,['US'],"Action,Adventure,Thriller",6.5,744
Untitled 'Buffy the Vampire Slayer' Featurette,"(6, 7]",1992,4,0,172,1,8,tvShort,0,False,True,False,2,172,['US'],"Documentary,Short",6.5,0
La bestia humana,"(6, 7]",1957,107,0,49,5,36,movie,0,False,True,False,3,49,['AR'],Drama,6.5,2
Baseball's Golden Era,"(7, 8]",2006,60,0,11,5,4,video,0,False,True,False,1,11,['US'],Documentary,7.5,0
Konjam Corona Naraiyya Kadhal,"(6, 7]",2020,8,0,7,2,8,short,0,False,True,False,1,7,['IN'],"Comedy,Short",6.5,0
Korhatáros szerelem,"(6, 7]",2017,53,0,501,32,244,tvSeries,0,True,True,False,3,501,['HU'],"Comedy,Drama,Romance",6.5,0
Heroes of Might and Magic II: The Price of Loyalty,"(6, 7]",1997,28,0,10,1,58,videoGame,0,False,True,False,1,10,['US'],"Action,Adventure,Fantasy",6.5,0
Den ljusaste dagen...,"(7, 8]",1997,57,0,31,1,66,tvEpisode,0,False,True,False,1,31,['SE'],Drama,7.5,0
Big Natural Tits 17,"(7, 8]",2007,147,0,6,0,10,video,0,False,True,True,2,6,['US'],Adult,7.5,1
Mr. Halpern and Mr. Johnson,"(7, 8]",1983,55,1,110,1,34,tvMovie,1,False,True,False,3,110,['US'],"Comedy,Drama",7.5,2
Flooding with Love for The Kid,"(7, 8]",2007,107,0,74,14,25,movie,0,False,True,False,1,74,['US'],"Action,Drama,War",7.5,13
Rock the Vote,"(8, 9]",2004,20,0,18,0,68,tvEpisode,0,False,True,False,1,18,['US'],Comedy,8.5,0
The Butterfly Effect,"(6, 7]",2024,23,0,18,1,57,tvEpisode,0,False,True,False,1,18,['US'],"Action,Adventure,Animation",6.5,1
Unfinished Business,"(7, 8]",1999,31,0,187,1,90,tvEpisode,0,False,True,False,1,188,['GB'],"Comedy,Drama",7.5,3
Birds of a Feather,"(7, 8]",1984,47,0,781,6,73,tvEpisode,0,False,True,False,1,780,['US'],"Crime,Drama,Mystery",7.5,9
Worth the Weight,"(5, 6]",2023,7,0,8,1,6,short,0,False,True,False,1,8,['US'],"Horror,Short",5.5,1
The Routine,"(3, 4]",1999,13,0,14,0,25,short,0,False,True,False,1,14,['GB'],Short,3.5,0
Chinese Whispers,"(7, 8]",1989,40,0,45,1,52,tvEpisode,0,False,True,False,1,45,['GB'],"Crime,Drama",7.5,1
Tous les chagrins se ressemblent,"(6, 7]",2002,90,0,13,0,90,tvMovie,0,False,True,False,1,13,['FR'],Drama,6.5,0
Filipina Dreamgirls,"(6, 7]",1991,40,0,77,1,33,tvEpisode,0,False,True,False,1,77,['GB'],"Comedy,Crime,Drama",6.5,8
Anderson Cooper & Andy Cohen/Issa Rae/DRAM feat. BigBabyMom,"(7, 8]",2017,41,0,15,0,21,tvEpisode,0,False,True,False,1,15,['US'],"Comedy,Music,Talk-Show",7.5,0
The Knight on the Grid,"(8, 9]",2007,40,0,1131,5,149,tvEpisode,0,False,True,False,1,1132,['US'],"Crime,Drama,Mystery",8.5,8
Replay,"(8, 9]",2007,11,0,11,0,16,short,0,False,True,False,1,11,['US'],"Sci-Fi,Short",8.5,2
Saturday Night Fever,"(7, 8]",1989,40,0,34,1,53,tvEpisode,0,False,True,False,1,34,['GB'],"Crime,Drama",7.5,1
Thirteen,"(6, 7]",2010,38,0,12,1,25,video,0,False,True,False,1,12,['CA'],"Family,Short",6.5,0
Varnu ielas republika,"(6, 7]",1970,75,0,75,7,48,movie,0,False,True,False,2,75,['SUHH'],Family,6.5,0
Doomwatch: Winter Angel,"(5, 6]",1999,100,0,135,1,125,tvMovie,0,False,True,False,5,135,['GB'],"Drama,Sci-Fi,Thriller",5.5,5
Turandot,"(8, 9]",1981,81,0,10,0,15,tvMovie,0,False,True,False,1,10,['FR'],Musical,8.5,2
Great Barrier Reef,"(8, 9]",2013,30,0,6,0,11,tvEpisode,0,False,True,False,1,6,['GB'],Documentary,8.5,0
Episode 1,"(8, 9]",2011,66,0,47,6,31,tvEpisode,0,False,True,False,1,47,['KR'],"Comedy,Drama,Music",8.5,0
To Skin a Cat,"(8, 9]",2016,92,1,8,1,13,movie,0,False,True,False,3,8,['ZA'],Documentary,8.5,0
Sounds Like Friday Night,"(6, 7]",2017,53,0,18,2,67,tvSeries,0,True,True,False,1,18,['GB'],Music,6.5,0
The Houseguest,"(7, 8]",1984,25,0,65,1,46,tvEpisode,0,False,True,False,1,65,['US'],"Comedy,Drama,Family",7.5,0
Slammin' Sammy's Stunt Show Spectacular,"(6, 7]",1982,49,0,432,1,59,tvEpisode,0,False,True,False,1,433,['US'],"Action,Crime,Drama",6.5,3
Outlander,"(6, 7]",2008,92,0,79279,51,556,movie,3,False,True,False,36,79289,"['CZ', 'FR', 'DE', 'US']","Action,Adventure,Sci-Fi",6.5,336
The Ties That Bind,"(8, 9]",1999,43,0,19,1,80,tvEpisode,0,False,True,False,1,19,['AU'],Drama,8.5,0
Operation Hit Squad,"(4, 5]",1987,89,0,32,2,79,movie,0,False,True,False,3,32,['ZA'],"Action,Adventure,Thriller",4.5,3
Dos Gringos,"(7, 8]",1971,60,0,14,37,52,tvEpisode,0,False,True,False,1,14,['US'],"Action,Adventure,War",7.5,0
The Beastly Buggy,"(6, 7]",1986,25,0,21,1,251,tvEpisode,0,False,True,False,1,21,['US'],"Adventure,Animation,Comedy",6.5,0
Pervaya konnaya,"(6, 7]",1984,137,0,33,5,89,movie,0,False,True,False,2,33,['SUHH'],"History,War",6.5,0
Urusei Yatsura: Otome bashika no kyôfu,"(7, 8]",1991,71,0,64,2,38,video,0,False,True,False,3,64,['JP'],"Animation,Comedy,Short",7.5,0
I Remember,"(9, 10]",2011,14,0,16,1,36,short,3,False,True,False,1,16,['US'],"Drama,Short",9.5,0
"Queenborough, Kent","(7, 8]",2006,40,0,15,0,55,tvEpisode,0,False,True,False,1,15,['GB'],"Documentary,History",7.5,0
His New World,"(4, 5]",1943,11,0,9,0,1,short,0,False,True,False,1,9,['US'],"Documentary,Short,War",4.5,1
48 Angels,"(5, 6]",2007,92,0,404,2,113,movie,0,False,True,False,5,404,['IE'],Drama,5.5,13
Project Orpheus,"(6, 7]",2016,53,0,125,9,135,tvSeries,0,True,True,False,2,125,['NL'],"Drama,Thriller",6.5,2
Head in the Clouds: Alastair Galbraith & Peter Jefferies in America,"(8, 9]",1994,90,0,9,1,3,movie,0,False,True,False,1,9,['US'],Documentary,8.5,0
Honning måne,"(6, 7]",1978,95,3,163,49,45,movie,2,False,True,False,10,163,['DK'],"Drama,Romance",6.5,2
Final Fantasy,"(7, 8]",2003,40,0,49,0,81,tvEpisode,0,False,True,False,1,49,['US'],Comedy,7.5,0
Message from Kassar,"(8, 9]",2003,42,0,18,8,82,tvEpisode,0,False,True,False,1,18,['US'],"Action,Adventure,Comedy",8.5,0
Fortune Defies Death,"(5, 6]",2018,115,13,1440,100,72,movie,22,False,True,False,6,1441,['US'],"Crime,Drama,Mystery",5.5,85
Mosagadu,"(4, 5]",1980,92,0,33,1,19,movie,0,False,True,False,1,33,['IN'],"Action,Drama,Family",4.5,0
Episode #1.57,"(5, 6]",2004,60,0,8,0,88,tvEpisode,0,False,True,False,7,8,['BR'],"Comedy,Drama,Romance",5.5,0
Party,"(6, 7]",2014,22,0,75,1,156,tvEpisode,0,False,True,False,1,76,['US'],Comedy,6.5,1
Megszállottak,"(7, 8]",1962,92,0,98,8,50,movie,0,False,True,False,3,98,['HU'],Drama,7.5,0
Hang Up Your Brightest Colours: The Life and Death of Michael Collins,"(8, 9]",1973,77,0,40,1,18,movie,0,False,True,False,1,40,['GB'],Documentary,8.5,1
Episode #8.24,"(6, 7]",2007,43,0,29,1,262,tvEpisode,0,False,True,False,7,29,['US'],Reality-TV,6.5,0
Nos batailles,"(6, 7]",2018,98,8,1648,14,108,movie,13,False,True,False,21,1649,"['BE', 'FR']",Drama,6.5,28
The Lakes with Simon Reeve,"(7, 8]",2021,129,0,102,5,20,tvMiniSeries,0,True,True,False,6,102,['GB'],Documentary,7.5,0
A Smell of Honey a Swallow of Brine,"(5, 6]",1966,69,0,253,27,25,movie,0,False,True,False,5,254,['US'],Drama,5.5,19
Kwadrat,"(5, 6]",1972,4,0,151,1,2,short,0,False,True,False,3,151,['PL'],Short,5.5,1
The Case of the Foot-Loose Doll,"(8, 9]",1959,52,0,370,9,53,tvEpisode,0,False,True,False,1,371,['US'],"Crime,Drama,Mystery",8.5,15
The Truth on Trial,"(9, 10]",2016,92,0,11,3,34,movie,0,False,True,False,2,11,['US'],Drama,9.5,0
Pay the Line,"(7, 8]",1999,40,0,15,0,42,tvEpisode,0,False,True,False,1,15,"['US', 'CA']",Thriller,7.5,0
Die Benefiz-Vorstellung der vier Teufel,"(6, 7]",1920,41,0,11,1,15,short,0,False,True,False,4,11,['DE'],Short,6.5,0
Gestalt,"(7, 8]",2003,5,0,28,2,6,short,0,False,True,False,1,28,['DE'],"Animation,Short",7.5,0
Lapseni on minun...,"(4, 5]",1940,75,0,36,2,39,movie,0,False,True,False,3,36,['FI'],Drama,4.5,0
Shinken shôbu,"(6, 7]",1971,75,1,108,2,15,movie,1,False,True,False,8,108,['JP'],"Action,Drama",6.5,7
Gypsum Hills Feud,"(7, 8]",1958,30,0,190,2,27,tvEpisode,0,False,True,False,1,190,['US'],Western,7.5,10
Suicide Squad,"(8, 9]",1989,45,0,73,1,74,tvEpisode,0,False,True,False,1,73,['US'],"Action,Crime,Drama",8.5,1
Conte d'automne,"(7, 8]",1998,112,5,6404,24,30,movie,3,False,True,False,23,6408,['FR'],"Comedy,Drama,Romance",7.5,109
Boy on a Dolphin,"(6, 7]",1957,111,1,1965,68,62,movie,1,False,True,False,32,1967,['US'],"Adventure,Drama,Romance",6.5,61
Lumpinee,"(7, 8]",2010,120,0,14,0,11,movie,1,False,True,False,1,14,['TH'],"Documentary,Drama,Sport",7.5,0
The Mephisto Waltz,"(6, 7]",1971,115,0,3331,57,75,movie,1,False,True,False,26,3332,['US'],"Horror,Mystery,Thriller",6.5,117
La ragazza dal pigiama giallo,"(5, 6]",1978,102,0,1451,33,58,movie,0,False,True,False,18,1451,"['IT', 'ES']","Crime,Horror,Mystery",5.5,89
National Velvet,"(7, 8]",1944,123,3,8202,59,156,movie,4,False,True,False,26,8203,['US'],"Drama,Family,Sport",7.5,111
Randall Park,"(5, 6]",2019,26,0,29,2,51,tvEpisode,0,False,True,False,1,29,['US'],"Comedy,News,Talk-Show",5.5,0
Once Upon a Night,"(7, 8]",1986,40,0,25,0,51,tvEpisode,0,False,True,False,1,25,['US'],"Adventure,Comedy,Sci-Fi",7.5,2
Just Plain Mad,"(5, 6]",2018,40,0,106,2,126,tvEpisode,0,False,True,False,1,106,['US'],Comedy,5.5,2
Comic Relief: The Record Breaker,"(6, 7]",1999,82,1,46,1,61,tvSpecial,0,False,True,False,1,46,['GB'],Comedy,6.5,1
Bhootoorey,"(6, 7]",2017,53,0,37,8,6,tvSeries,0,True,True,False,1,37,['IN'],Horror,6.5,1
Muzanchô no maki sono ni,"(7, 8]",1969,24,0,10,0,8,tvEpisode,0,False,True,False,1,10,['JP'],"Action,Animation,Fantasy",7.5,0
Mystery Science Theater 3000: Shorts Volume 3,"(8, 9]",1999,88,0,208,5,23,video,0,False,True,False,1,208,['US'],"Comedy,Drama,Fantasy",8.5,0
